geo_type,region,transportation_type,alternative_name,sub-region,country,date,mobility percentage
county,Cochise County,driving,NA,Arizona,United States,2020-07-27,122.8
county,Cochise County,driving,NA,Arizona,United States,2020-07-28,129.69
county,Cochise County,driving,NA,Arizona,United States,2020-07-29,116.99
county,Cochise County,driving,NA,Arizona,United States,2020-07-30,135.91
county,Cochise County,driving,NA,Arizona,United States,2020-07-31,149.37
county,Cochise County,driving,NA,Arizona,United States,2020-08-01,152.84
county,Cochise County,driving,NA,Arizona,United States,2020-08-02,124.4
county,Cochise County,driving,NA,Arizona,United States,2020-08-03,128.96
county,Cochise County,driving,NA,Arizona,United States,2020-08-04,129.08
county,Cochise County,driving,NA,Arizona,United States,2020-08-05,129.73
county,Cochise County,driving,NA,Arizona,United States,2020-08-06,132.17
county,Cochise County,driving,NA,Arizona,United States,2020-08-07,143.7
county,Cochise County,driving,NA,Arizona,United States,2020-08-08,147.42
county,Cochise County,driving,NA,Arizona,United States,2020-08-09,122.63
county,Cochise County,driving,NA,Arizona,United States,2020-08-10,118.5
county,Cochise County,driving,NA,Arizona,United States,2020-08-11,116.25
county,Cochise County,driving,NA,Arizona,United States,2020-08-12,121.33
county,Cochise County,driving,NA,Arizona,United States,2020-08-13,126.83
county,Cochise County,driving,NA,Arizona,United States,2020-08-14,147.75
county,Cochise County,driving,NA,Arizona,United States,2020-08-15,159.74
county,Cochise County,driving,NA,Arizona,United States,2020-08-16,127.26
county,Cochise County,driving,NA,Arizona,United States,2020-08-17,122.07
county,Cochise County,driving,NA,Arizona,United States,2020-08-18,123.22
county,Cochise County,driving,NA,Arizona,United States,2020-08-19,119.5
county,Cochise County,driving,NA,Arizona,United States,2020-08-20,121.38
county,Cochise County,driving,NA,Arizona,United States,2020-08-21,140.22
county,Cochise County,driving,NA,Arizona,United States,2020-08-22,148.95
county,Cochise County,driving,NA,Arizona,United States,2020-08-23,125.31
county,Cochise County,driving,NA,Arizona,United States,2020-08-24,113.31
county,Cochise County,driving,NA,Arizona,United States,2020-08-25,112.49
county,Cochise County,driving,NA,Arizona,United States,2020-08-26,114.32
county,Cochise County,driving,NA,Arizona,United States,2020-08-27,122.49
county,Cochise County,driving,NA,Arizona,United States,2020-08-28,144.93
county,Cochise County,driving,NA,Arizona,United States,2020-08-29,150.61
county,Cochise County,driving,NA,Arizona,United States,2020-08-30,114.27
county,Cochise County,driving,NA,Arizona,United States,2020-08-31,117.2
county,Cochise County,driving,NA,Arizona,United States,2020-09-01,114
county,Cochise County,driving,NA,Arizona,United States,2020-09-02,117.42
county,Cochise County,driving,NA,Arizona,United States,2020-09-03,135.11
county,Cochise County,driving,NA,Arizona,United States,2020-09-04,172.67
county,Cochise County,driving,NA,Arizona,United States,2020-09-05,162.56
county,Cochise County,driving,NA,Arizona,United States,2020-09-06,152.22
county,Cochise County,driving,NA,Arizona,United States,2020-09-07,148.62
county,Cochise County,driving,NA,Arizona,United States,2020-09-08,119.81
county,Cochise County,driving,NA,Arizona,United States,2020-09-09,121.59
county,Cochise County,driving,NA,Arizona,United States,2020-09-10,123.06
county,Cochise County,driving,NA,Arizona,United States,2020-09-11,138.42
county,Cochise County,driving,NA,Arizona,United States,2020-09-12,155.21
county,Cochise County,driving,NA,Arizona,United States,2020-09-13,117.16
county,Cochise County,driving,NA,Arizona,United States,2020-09-14,114.44
county,Cochise County,driving,NA,Arizona,United States,2020-09-15,119.05
county,Cochise County,driving,NA,Arizona,United States,2020-09-16,125.48
county,Cochise County,driving,NA,Arizona,United States,2020-09-17,126.98
county,Cochise County,driving,NA,Arizona,United States,2020-09-18,141.61
county,Cochise County,driving,NA,Arizona,United States,2020-09-19,154.84
county,Cochise County,driving,NA,Arizona,United States,2020-09-20,117.73
county,Cochise County,driving,NA,Arizona,United States,2020-09-21,115.9
county,Cochise County,driving,NA,Arizona,United States,2020-09-22,115.82
county,Cochise County,driving,NA,Arizona,United States,2020-09-23,119.53
county,Cochise County,driving,NA,Arizona,United States,2020-09-24,131.84
county,Cochise County,driving,NA,Arizona,United States,2020-09-25,145.47
county,Cochise County,driving,NA,Arizona,United States,2020-09-26,150.15
county,Cochise County,driving,NA,Arizona,United States,2020-09-27,123.33
county,Cochise County,driving,NA,Arizona,United States,2020-09-28,108.73
county,Cochise County,driving,NA,Arizona,United States,2020-09-29,111.59
county,Cochise County,driving,NA,Arizona,United States,2020-09-30,116.39
county,Cochise County,driving,NA,Arizona,United States,2020-10-01,121.8
county,Cochise County,driving,NA,Arizona,United States,2020-10-02,151.01
county,Cochise County,driving,NA,Arizona,United States,2020-10-03,165.58
county,Cochise County,driving,NA,Arizona,United States,2020-10-04,133.98
county,Cochise County,driving,NA,Arizona,United States,2020-10-05,122.58
county,Cochise County,driving,NA,Arizona,United States,2020-10-06,120.24
county,Cochise County,driving,NA,Arizona,United States,2020-10-07,120.54
county,Cochise County,driving,NA,Arizona,United States,2020-10-08,137.17
county,Cochise County,driving,NA,Arizona,United States,2020-10-09,159.17
county,Cochise County,driving,NA,Arizona,United States,2020-10-10,179.16
county,Cochise County,driving,NA,Arizona,United States,2020-10-11,156.11
county,Cochise County,driving,NA,Arizona,United States,2020-10-12,130.77
county,Cochise County,driving,NA,Arizona,United States,2020-10-13,124.09
county,Cochise County,driving,NA,Arizona,United States,2020-10-14,132.98
county,Cochise County,driving,NA,Arizona,United States,2020-10-15,144.61
county,Cochise County,driving,NA,Arizona,United States,2020-10-16,168.12
county,Cochise County,driving,NA,Arizona,United States,2020-10-17,176.11
county,Cochise County,driving,NA,Arizona,United States,2020-10-18,150.56
county,Cochise County,driving,NA,Arizona,United States,2020-10-19,124.64
county,Cochise County,driving,NA,Arizona,United States,2020-10-20,124.12
county,Cochise County,driving,NA,Arizona,United States,2020-10-21,125.77
county,Cochise County,driving,NA,Arizona,United States,2020-10-22,136.66
county,Cochise County,driving,NA,Arizona,United States,2020-10-23,154.84
county,Cochise County,driving,NA,Arizona,United States,2020-10-24,186.81
county,Cochise County,driving,NA,Arizona,United States,2020-10-25,140.44
county,Cochise County,driving,NA,Arizona,United States,2020-10-26,127.92
county,Cochise County,driving,NA,Arizona,United States,2020-10-27,122.97
county,Cochise County,driving,NA,Arizona,United States,2020-10-28,126.24
county,Cochise County,driving,NA,Arizona,United States,2020-10-29,125.67
county,Cochise County,driving,NA,Arizona,United States,2020-10-30,152.09
county,Cochise County,driving,NA,Arizona,United States,2020-10-31,146.25
county,Cochise County,driving,NA,Arizona,United States,2020-11-01,107.9
county,Cochise County,driving,NA,Arizona,United States,2020-11-02,115.14
county,Cochise County,driving,NA,Arizona,United States,2020-11-03,118.53
county,Cochise County,driving,NA,Arizona,United States,2020-11-04,108.83
county,Cochise County,driving,NA,Arizona,United States,2020-11-05,118.91
county,Cochise County,driving,NA,Arizona,United States,2020-11-06,131.39
county,Cochise County,driving,NA,Arizona,United States,2020-11-07,131.52
county,Cochise County,driving,NA,Arizona,United States,2020-11-08,109.24
county,Cochise County,driving,NA,Arizona,United States,2020-11-09,106.07
county,Cochise County,driving,NA,Arizona,United States,2020-11-10,112.67
county,Cochise County,driving,NA,Arizona,United States,2020-11-11,119.54
county,Cochise County,driving,NA,Arizona,United States,2020-11-12,113.77
county,Cochise County,driving,NA,Arizona,United States,2020-11-13,124.97
county,Cochise County,driving,NA,Arizona,United States,2020-11-14,136.44
county,Cochise County,driving,NA,Arizona,United States,2020-11-15,105.09
county,Cochise County,driving,NA,Arizona,United States,2020-11-16,108.36
county,Cochise County,driving,NA,Arizona,United States,2020-11-17,110.05
county,Cochise County,driving,NA,Arizona,United States,2020-11-18,109.52
county,Cochise County,driving,NA,Arizona,United States,2020-11-19,116.24
county,Cochise County,driving,NA,Arizona,United States,2020-11-20,132.94
county,Cochise County,driving,NA,Arizona,United States,2020-11-21,155.53
county,Cochise County,driving,NA,Arizona,United States,2020-11-22,117.56
county,Cochise County,driving,NA,Arizona,United States,2020-11-23,118.14
county,Cochise County,driving,NA,Arizona,United States,2020-11-24,126.33
county,Cochise County,driving,NA,Arizona,United States,2020-11-25,136.47
county,Cochise County,driving,NA,Arizona,United States,2020-11-26,84.85
county,Cochise County,driving,NA,Arizona,United States,2020-11-27,132.09
county,Cochise County,driving,NA,Arizona,United States,2020-11-28,147.33
county,Cochise County,driving,NA,Arizona,United States,2020-11-29,125.22
county,Cochise County,driving,NA,Arizona,United States,2020-11-30,120.28
county,Cochise County,driving,NA,Arizona,United States,2020-12-01,108.52
county,Cochise County,driving,NA,Arizona,United States,2020-12-02,106.69
county,Cochise County,driving,NA,Arizona,United States,2020-12-03,108.35
county,Cochise County,driving,NA,Arizona,United States,2020-12-04,117.53
county,Cochise County,driving,NA,Arizona,United States,2020-12-05,129.49
county,Cochise County,driving,NA,Arizona,United States,2020-12-06,94.27
county,Cochise County,driving,NA,Arizona,United States,2020-12-07,101.46
county,Cochise County,driving,NA,Arizona,United States,2020-12-08,104.1
county,Cochise County,driving,NA,Arizona,United States,2020-12-09,106.33
county,Cochise County,driving,NA,Arizona,United States,2020-12-10,108.63
county,Cochise County,driving,NA,Arizona,United States,2020-12-11,124.47
county,Cochise County,driving,NA,Arizona,United States,2020-12-12,122.12
county,Cochise County,driving,NA,Arizona,United States,2020-12-13,100.64
county,Cochise County,driving,NA,Arizona,United States,2020-12-14,107.37
county,Cochise County,driving,NA,Arizona,United States,2020-12-15,104.86
county,Cochise County,driving,NA,Arizona,United States,2020-12-16,112.16
county,Cochise County,driving,NA,Arizona,United States,2020-12-17,123.38
county,Cochise County,driving,NA,Arizona,United States,2020-12-18,140.6
county,Cochise County,driving,NA,Arizona,United States,2020-12-19,159.25
county,Cochise County,driving,NA,Arizona,United States,2020-12-20,116.21
county,Cochise County,driving,NA,Arizona,United States,2020-12-21,130.63
county,Cochise County,driving,NA,Arizona,United States,2020-12-22,130.73
county,Cochise County,driving,NA,Arizona,United States,2020-12-23,137.46
county,Cochise County,driving,NA,Arizona,United States,2020-12-24,97.62
county,Cochise County,driving,NA,Arizona,United States,2020-12-25,64.75
county,Cochise County,driving,NA,Arizona,United States,2020-12-26,126.97
county,Cochise County,driving,NA,Arizona,United States,2020-12-27,134.41
county,Cochise County,driving,NA,Arizona,United States,2020-12-28,139.31
county,Cochise County,driving,NA,Arizona,United States,2020-12-29,159.91
county,Cochise County,driving,NA,Arizona,United States,2020-12-30,140.08
county,Cochise County,driving,NA,Arizona,United States,2020-12-31,122.96
county,Cochise County,driving,NA,Arizona,United States,2021-01-01,110.78
county,Cochise County,driving,NA,Arizona,United States,2021-01-02,156.22
county,Cochise County,driving,NA,Arizona,United States,2021-01-03,131.02
county,Cochise County,driving,NA,Arizona,United States,2021-01-04,120.33
county,Cochise County,driving,NA,Arizona,United States,2021-01-05,120.67
county,Cochise County,driving,NA,Arizona,United States,2021-01-06,118.94
county,Cochise County,driving,NA,Arizona,United States,2021-01-07,122.84
county,Cochise County,driving,NA,Arizona,United States,2021-01-08,128.73
county,Cochise County,driving,NA,Arizona,United States,2021-01-09,131.2
county,Cochise County,driving,NA,Arizona,United States,2021-01-10,110.82
county,Cochise County,driving,NA,Arizona,United States,2021-01-11,111.12
county,Cochise County,driving,NA,Arizona,United States,2021-01-12,114.21
county,Cochise County,driving,NA,Arizona,United States,2021-01-13,115.82
county,Cochise County,driving,NA,Arizona,United States,2021-01-14,119.54
county,Cochise County,driving,NA,Arizona,United States,2021-01-15,139.13
county,Cochise County,driving,NA,Arizona,United States,2021-01-16,141.54
county,Cochise County,driving,NA,Arizona,United States,2021-01-17,121.54
county,Cochise County,driving,NA,Arizona,United States,2021-01-18,117.53
county,Cochise County,driving,NA,Arizona,United States,2021-01-19,117.91
county,Cochise County,driving,NA,Arizona,United States,2021-01-20,106.68
county,Cochise County,driving,NA,Arizona,United States,2021-01-21,112.12
county,Cochise County,driving,NA,Arizona,United States,2021-01-22,130.48
county,Cochise County,driving,NA,Arizona,United States,2021-01-23,134.61
county,Cochise County,driving,NA,Arizona,United States,2021-01-24,100.85
county,Cochise County,driving,NA,Arizona,United States,2021-01-25,110.98
county,Cochise County,driving,NA,Arizona,United States,2021-01-26,107.58
county,Cochise County,driving,NA,Arizona,United States,2021-01-27,109.11
county,Cochise County,driving,NA,Arizona,United States,2021-01-28,120.25
county,Cochise County,driving,NA,Arizona,United States,2021-01-29,132.31
county,Cochise County,driving,NA,Arizona,United States,2021-01-30,149.81
county,Cochise County,driving,NA,Arizona,United States,2021-01-31,121.31
county,Cochise County,driving,NA,Arizona,United States,2021-02-01,114.47
county,Cochise County,driving,NA,Arizona,United States,2021-02-02,113.54
county,Cochise County,driving,NA,Arizona,United States,2021-02-03,113.43
county,Cochise County,driving,NA,Arizona,United States,2021-02-04,116.19
county,Cochise County,driving,NA,Arizona,United States,2021-02-05,133.26
county,Cochise County,driving,NA,Arizona,United States,2021-02-06,142.18
county,Cochise County,driving,NA,Arizona,United States,2021-02-07,100.7
county,Cochise County,driving,NA,Arizona,United States,2021-02-08,111.42
county,Cochise County,driving,NA,Arizona,United States,2021-02-09,119.97
county,Cochise County,driving,NA,Arizona,United States,2021-02-10,121.28
county,Cochise County,driving,NA,Arizona,United States,2021-02-11,125.35
county,Cochise County,driving,NA,Arizona,United States,2021-02-12,157.83
county,Cochise County,driving,NA,Arizona,United States,2021-02-13,168.05
county,Cochise County,driving,NA,Arizona,United States,2021-02-14,138.57
county,Cochise County,driving,NA,Arizona,United States,2021-02-15,119.08
county,Cochise County,driving,NA,Arizona,United States,2021-02-16,114.42
county,Cochise County,driving,NA,Arizona,United States,2021-02-17,116.2
county,Cochise County,driving,NA,Arizona,United States,2021-02-18,119.99
county,Cochise County,driving,NA,Arizona,United States,2021-02-19,141.34
county,Cochise County,driving,NA,Arizona,United States,2021-02-20,153.38
county,Cochise County,driving,NA,Arizona,United States,2021-02-21,128.41
county,Cochise County,driving,NA,Arizona,United States,2021-02-22,118.98
county,Cochise County,driving,NA,Arizona,United States,2021-02-23,120.64
county,Cochise County,driving,NA,Arizona,United States,2021-02-24,125.29
county,Cochise County,driving,NA,Arizona,United States,2021-02-25,134.57
county,Cochise County,driving,NA,Arizona,United States,2021-02-26,154.41
county,Cochise County,driving,NA,Arizona,United States,2021-02-27,158.55
county,Cochise County,driving,NA,Arizona,United States,2021-02-28,130.97
county,Cochise County,driving,NA,Arizona,United States,2021-03-01,122.86
county,Cochise County,driving,NA,Arizona,United States,2021-03-02,124.24
county,Cochise County,driving,NA,Arizona,United States,2021-03-03,121.14
county,Cochise County,driving,NA,Arizona,United States,2021-03-04,127.83
county,Cochise County,driving,NA,Arizona,United States,2021-03-05,143.97
county,Cochise County,driving,NA,Arizona,United States,2021-03-06,151.57
county,Cochise County,driving,NA,Arizona,United States,2021-03-07,128.61
county,Cochise County,driving,NA,Arizona,United States,2021-03-08,125.33
county,Cochise County,driving,NA,Arizona,United States,2021-03-09,133.96
county,Cochise County,driving,NA,Arizona,United States,2021-03-10,141.16
county,Cochise County,driving,NA,Arizona,United States,2021-03-11,144.28
county,Cochise County,driving,NA,Arizona,United States,2021-03-12,NA
county,Cochise County,driving,NA,Arizona,United States,2021-03-13,172.06
county,Cochise County,driving,NA,Arizona,United States,2021-03-14,159.97
county,Cochise County,driving,NA,Arizona,United States,2021-03-15,151.47
county,Cochise County,driving,NA,Arizona,United States,2021-03-16,152.39
county,Cochise County,driving,NA,Arizona,United States,2021-03-17,156.43
county,Cochise County,driving,NA,Arizona,United States,2021-03-18,158.46
county,Cochise County,driving,NA,Arizona,United States,2021-03-19,184.46
county,Cochise County,driving,NA,Arizona,United States,2021-03-20,197.48
county,Cochise County,driving,NA,Arizona,United States,2021-03-21,159.09
county,Cochise County,driving,NA,Arizona,United States,2021-03-22,140.23
county,Cochise County,driving,NA,Arizona,United States,2021-03-23,134.04
county,Cochise County,driving,NA,Arizona,United States,2021-03-24,135.47
county,Cochise County,driving,NA,Arizona,United States,2021-03-25,149.59
county,Cochise County,driving,NA,Arizona,United States,2021-03-26,173.41
county,Cochise County,driving,NA,Arizona,United States,2021-03-27,174.62
county,Cochise County,driving,NA,Arizona,United States,2021-03-28,142.09
county,Cochise County,driving,NA,Arizona,United States,2021-03-29,133.05
county,Cochise County,driving,NA,Arizona,United States,2021-03-30,135.57
county,Cochise County,driving,NA,Arizona,United States,2021-03-31,145.27
county,Cochise County,driving,NA,Arizona,United States,2021-04-01,162.11
county,Cochise County,driving,NA,Arizona,United States,2021-04-02,170.54
county,Cochise County,driving,NA,Arizona,United States,2021-04-03,159.96
county,Cochise County,driving,NA,Arizona,United States,2021-04-04,131.16
county,Cochise County,driving,NA,Arizona,United States,2021-04-05,144.73
county,Cochise County,driving,NA,Arizona,United States,2021-04-06,142.89
county,Cochise County,driving,NA,Arizona,United States,2021-04-07,137.67
county,Cochise County,driving,NA,Arizona,United States,2021-04-08,153.66
county,Cochise County,driving,NA,Arizona,United States,2021-04-09,166.96
county,Cochise County,driving,NA,Arizona,United States,2021-04-10,163.66
county,Cochise County,driving,NA,Arizona,United States,2021-04-11,133.37
county,Cochise County,driving,NA,Arizona,United States,2021-04-12,139.2
county,Cochise County,driving,NA,Arizona,United States,2021-04-13,132.8
county,Cochise County,driving,NA,Arizona,United States,2021-04-14,134.31
county,Cochise County,driving,NA,Arizona,United States,2021-04-15,139.45
county,Cochise County,driving,NA,Arizona,United States,2021-04-16,159.07
county,Cochise County,driving,NA,Arizona,United States,2021-04-17,164.59
county,Cochise County,driving,NA,Arizona,United States,2021-04-18,129.64
county,Cochise County,driving,NA,Arizona,United States,2021-04-19,130.42
county,Cochise County,driving,NA,Arizona,United States,2021-04-20,129.78
county,Cochise County,driving,NA,Arizona,United States,2021-04-21,136.31
county,Cochise County,driving,NA,Arizona,United States,2021-04-22,139.6
county,Cochise County,driving,NA,Arizona,United States,2021-04-23,160.55
county,Cochise County,driving,NA,Arizona,United States,2021-04-24,160.24
county,Cochise County,driving,NA,Arizona,United States,2021-04-25,142.13
county,Cochise County,driving,NA,Arizona,United States,2021-04-26,135.12
county,Cochise County,driving,NA,Arizona,United States,2021-04-27,132.44
county,Cochise County,driving,NA,Arizona,United States,2021-04-28,151.38
county,Cochise County,driving,NA,Arizona,United States,2021-04-29,140.9
county,Cochise County,driving,NA,Arizona,United States,2021-04-30,159.86
county,Cochise County,driving,NA,Arizona,United States,2021-05-01,164.64
county,Cochise County,driving,NA,Arizona,United States,2021-05-02,131.56
county,Cochise County,driving,NA,Arizona,United States,2021-05-03,128.52
county,Cochise County,driving,NA,Arizona,United States,2021-05-04,133.98
county,Cochise County,driving,NA,Arizona,United States,2021-05-05,131.13
county,Cochise County,driving,NA,Arizona,United States,2021-05-06,138.92
county,Cochise County,driving,NA,Arizona,United States,2021-05-07,158.8
county,Cochise County,driving,NA,Arizona,United States,2021-05-08,163.91
county,Cochise County,driving,NA,Arizona,United States,2021-05-09,127.61
county,Cochise County,driving,NA,Arizona,United States,2021-05-10,136.59
county,Cochise County,driving,NA,Arizona,United States,2021-05-11,141.53
county,Cochise County,driving,NA,Arizona,United States,2021-05-12,133.46
county,Cochise County,driving,NA,Arizona,United States,2021-05-13,141.19
county,Cochise County,driving,NA,Arizona,United States,2021-05-14,152.36
county,Cochise County,driving,NA,Arizona,United States,2021-05-15,159.47
county,Cochise County,driving,NA,Arizona,United States,2021-05-16,128.12
county,Cochise County,driving,NA,Arizona,United States,2021-05-17,129.33
county,Cochise County,driving,NA,Arizona,United States,2021-05-18,133.78
county,Cochise County,driving,NA,Arizona,United States,2021-05-19,135.38
county,Cochise County,driving,NA,Arizona,United States,2021-05-20,147.42
county,Cochise County,driving,NA,Arizona,United States,2021-05-21,153.75
county,Cochise County,driving,NA,Arizona,United States,2021-05-22,162.46
county,Cochise County,driving,NA,Arizona,United States,2021-05-23,128.26
county,Cochise County,driving,NA,Arizona,United States,2021-05-24,140.57
county,Cochise County,driving,NA,Arizona,United States,2021-05-25,135.51
county,Cochise County,driving,NA,Arizona,United States,2021-05-26,142.03
county,Cochise County,driving,NA,Arizona,United States,2021-05-27,166.58
county,Cochise County,driving,NA,Arizona,United States,2021-05-28,189.4
county,Cochise County,driving,NA,Arizona,United States,2021-05-29,189.07
county,Cochise County,driving,NA,Arizona,United States,2021-05-30,157.15
county,Cochise County,driving,NA,Arizona,United States,2021-05-31,156.06
county,Cochise County,driving,NA,Arizona,United States,2021-06-01,140.62
county,Cochise County,driving,NA,Arizona,United States,2021-06-02,141.56
county,Cochise County,driving,NA,Arizona,United States,2021-06-03,147.34
county,Cochise County,driving,NA,Arizona,United States,2021-06-04,158.28
county,Cochise County,driving,NA,Arizona,United States,2021-06-05,155.04
county,Cochise County,driving,NA,Arizona,United States,2021-06-06,156.94
county,Cochise County,driving,NA,Arizona,United States,2021-06-07,142.84
county,Cochise County,driving,NA,Arizona,United States,2021-06-08,150.38
county,Cochise County,driving,NA,Arizona,United States,2021-06-09,142.49
county,Cochise County,driving,NA,Arizona,United States,2021-06-10,154.1
county,Cochise County,driving,NA,Arizona,United States,2021-06-11,167.6
county,Cochise County,driving,NA,Arizona,United States,2021-06-12,163.52
county,Cochise County,driving,NA,Arizona,United States,2021-06-13,132.67
county,Cochise County,driving,NA,Arizona,United States,2021-06-14,134.27
county,Cochise County,driving,NA,Arizona,United States,2021-06-15,145
county,Cochise County,driving,NA,Arizona,United States,2021-06-16,161.37
county,Cochise County,driving,NA,Arizona,United States,2021-06-17,150.47
county,Cochise County,driving,NA,Arizona,United States,2021-06-18,176.02
county,Cochise County,driving,NA,Arizona,United States,2021-06-19,168.97
county,Cochise County,driving,NA,Arizona,United States,2021-06-20,143.98
county,Cochise County,driving,NA,Arizona,United States,2021-06-21,147.52
county,Cochise County,driving,NA,Arizona,United States,2021-06-22,230.37
county,Cochise County,driving,NA,Arizona,United States,2021-06-23,150.82
county,Cochise County,driving,NA,Arizona,United States,2021-06-24,154.46
county,Cochise County,driving,NA,Arizona,United States,2021-06-25,182.33
county,Cochise County,driving,NA,Arizona,United States,2021-06-26,169.59
county,Cochise County,driving,NA,Arizona,United States,2021-06-27,142.39
county,Cochise County,driving,NA,Arizona,United States,2021-06-28,146.43
county,Cochise County,driving,NA,Arizona,United States,2021-06-29,145.05
county,Cochise County,driving,NA,Arizona,United States,2021-06-30,157.48
county,Cochise County,driving,NA,Arizona,United States,2021-07-01,172.86
county,Cochise County,driving,NA,Arizona,United States,2021-07-02,193.31
county,Cochise County,driving,NA,Arizona,United States,2021-07-03,169.39
county,Cochise County,driving,NA,Arizona,United States,2021-07-04,140.19
county,Cochise County,driving,NA,Arizona,United States,2021-07-05,158.21
county,Cochise County,driving,NA,Arizona,United States,2021-07-06,159.82
county,Cochise County,driving,NA,Arizona,United States,2021-07-07,156.17
county,Cochise County,driving,NA,Arizona,United States,2021-07-08,169.53
county,Cochise County,driving,NA,Arizona,United States,2021-07-09,185.16
county,Cochise County,driving,NA,Arizona,United States,2021-07-10,175.69
county,Cochise County,driving,NA,Arizona,United States,2021-07-11,144.76
county,Cochise County,driving,NA,Arizona,United States,2021-07-12,144.54
county,Cochise County,driving,NA,Arizona,United States,2021-07-13,141.91
county,Cochise County,driving,NA,Arizona,United States,2021-07-14,148.56
county,Cochise County,driving,NA,Arizona,United States,2021-07-15,155.8
county,Cochise County,driving,NA,Arizona,United States,2021-07-16,168.83
county,Cochise County,driving,NA,Arizona,United States,2021-07-17,175.74
county,Cochise County,driving,NA,Arizona,United States,2021-07-18,147.21
county,Cochise County,driving,NA,Arizona,United States,2021-07-19,149.66
county,Cochise County,driving,NA,Arizona,United States,2021-07-20,158.44
county,Cochise County,driving,NA,Arizona,United States,2021-07-21,152.83
county,Cochise County,driving,NA,Arizona,United States,2021-07-22,159.44
county,Cochise County,driving,NA,Arizona,United States,2021-07-23,166.94
county,Cochise County,driving,NA,Arizona,United States,2021-07-24,163.38
county,Cochise County,driving,NA,Arizona,United States,2021-07-25,138.9
county,Cochise County,driving,NA,Arizona,United States,2021-07-26,147.69
county,Cochise County,driving,NA,Arizona,United States,2021-07-27,146.28
county,Cochise County,driving,NA,Arizona,United States,2021-07-28,139.61
county,Cochise County,driving,NA,Arizona,United States,2021-07-29,156.64
county,Cochise County,driving,NA,Arizona,United States,2021-07-30,174.94
county,Cochise County,driving,NA,Arizona,United States,2021-07-31,175.77
county,Cochise County,driving,NA,Arizona,United States,2021-08-01,137.27
county,Cochise County,driving,NA,Arizona,United States,2021-08-02,141.63
county,Cochise County,driving,NA,Arizona,United States,2021-08-03,139
county,Cochise County,driving,NA,Arizona,United States,2021-08-04,147.43
county,Cochise County,driving,NA,Arizona,United States,2021-08-05,138.98
county,Cochise County,driving,NA,Arizona,United States,2021-08-06,165.72
county,Cochise County,driving,NA,Arizona,United States,2021-08-07,158.43
county,Cochise County,driving,NA,Arizona,United States,2021-08-08,132.71
county,Cochise County,driving,NA,Arizona,United States,2021-08-09,125.56
county,Cochise County,driving,NA,Arizona,United States,2021-08-10,131.94
county,Cochise County,driving,NA,Arizona,United States,2021-08-11,123.77
county,Cochise County,driving,NA,Arizona,United States,2021-08-12,138.03
county,Cochise County,driving,NA,Arizona,United States,2021-08-13,163.39
county,Cochise County,driving,NA,Arizona,United States,2021-08-14,165.63
county,Cochise County,driving,NA,Arizona,United States,2021-08-15,126.16
county,Cochise County,driving,NA,Arizona,United States,2021-08-16,134.79
county,Cochise County,driving,NA,Arizona,United States,2021-08-17,127.06
county,Cochise County,driving,NA,Arizona,United States,2021-08-18,129.21
county,Cochise County,driving,NA,Arizona,United States,2021-08-19,131.77
county,Cochise County,driving,NA,Arizona,United States,2021-08-20,156.85
county,Cochise County,driving,NA,Arizona,United States,2021-08-21,160.45
county,Cochise County,driving,NA,Arizona,United States,2021-08-22,118.57
county,Cochise County,driving,NA,Arizona,United States,2021-08-23,122.74
county,Cochise County,driving,NA,Arizona,United States,2021-08-24,124.65
county,Cochise County,driving,NA,Arizona,United States,2021-08-25,127.06
county,Cochise County,driving,NA,Arizona,United States,2021-08-26,125.07
county,Cochise County,driving,NA,Arizona,United States,2021-08-27,141.28
county,Cochise County,driving,NA,Arizona,United States,2021-08-28,149.9
county,Cochise County,driving,NA,Arizona,United States,2021-08-29,118.38
county,Cochise County,driving,NA,Arizona,United States,2021-08-30,117.08
county,Cochise County,driving,NA,Arizona,United States,2021-08-31,125.26
county,Cochise County,driving,NA,Arizona,United States,2021-09-01,150.53
county,Cochise County,driving,NA,Arizona,United States,2021-09-02,151.16
county,Cochise County,driving,NA,Arizona,United States,2021-09-03,178.51
county,Cochise County,driving,NA,Arizona,United States,2021-09-04,183.83
county,Cochise County,driving,NA,Arizona,United States,2021-09-05,142.4
county,Cochise County,driving,NA,Arizona,United States,2021-09-06,146.92
county,Cochise County,driving,NA,Arizona,United States,2021-09-07,126.69
county,Cochise County,driving,NA,Arizona,United States,2021-09-08,128.09
county,Cochise County,driving,NA,Arizona,United States,2021-09-09,126.27
county,Cochise County,driving,NA,Arizona,United States,2021-09-10,156.78
county,Cochise County,driving,NA,Arizona,United States,2021-09-11,153.85
county,Cochise County,driving,NA,Arizona,United States,2021-09-12,118.14
county,Cochise County,driving,NA,Arizona,United States,2021-09-13,119.25
county,Cochise County,driving,NA,Arizona,United States,2021-09-14,119.96
county,Cochise County,driving,NA,Arizona,United States,2021-09-15,127.36
county,Cochise County,driving,NA,Arizona,United States,2021-09-16,135.97
county,Cochise County,driving,NA,Arizona,United States,2021-09-17,149.88
county,Cochise County,driving,NA,Arizona,United States,2021-09-18,160.34
county,Cochise County,driving,NA,Arizona,United States,2021-09-19,120.39
county,Cochise County,driving,NA,Arizona,United States,2021-09-20,121.44
county,Cochise County,driving,NA,Arizona,United States,2021-09-21,130.91
county,Cochise County,driving,NA,Arizona,United States,2021-09-22,129.57
